网络管理员,数据中心网络,8-10K,宁波,浙江一木智能科技有限公司,"Linux,Windows",3-5年,社招,数据中心网络,2023/1/13,"1、负责公司办公司计算机、服务器、网络设备、办公软件的故障排除、维护保养、管理等技术支持工作； 
2、打印机、复印机、传真机、激光打标机、实验室设备相关维护；（硬件维修，diy能力强优先）
3、负责公司弱电系统（监控、门禁、程控电话、光线设备等）；
4、维护数据中心，对系统数据进行备份，raid搭建，服务器安全意识强，熟悉windowsserver服务器；
5、负责公司内部局域网的管理，保证网络及信息化应用系统正常运转；（熟悉H3C设备或者华为设备配置优先）
6、负责车间一体机维修，维护，以及车间网络的通畅 。
7、负责公司计算机及网络病毒的查杀和清除，参与公司网络的优化和建设，配合相关的网络项目实施；"
网络工程师,数据中心网络,10-15K,宁德,时代一汽动力电池有限公司,"计算机相关专业,通信/工程相关专业",3-5年,社招,数据中心网络,2023/1/13,"岗位职责：
1、负责数据中心网络建设、运维及IT服务运维；
2、负责新工厂园区局域网、无线网、广域网、办公系统、VPN的建设运维。
任职要求：
1、本科学历，计算机及相关专业；
2、熟悉TCP/IP、OSPE、BGP等路由交换协议，熟悉STP、VLAN、ACL的原理及配置；
3、能独立对各类基础网络设备进行日常管理，熟练使用抓包分析工具；
4、有独立运维基于三层网络，不少于1000个网络节点的网络运维经验；
5、熟悉Zabbix、solarwind、PRTG等网络监控平台，熟悉IPsec VPN、MPLS VPN等技术；
6、具有CCNP/H3CSE/H3CTE/CCIE者优先。"
网络工程师,数据中心网络,9-16K,北京,北京多联元信息技术有限公司,"网络,Cisco,IT支持",3-5年,社招,数据中心网络,2023/1/13,"1、负责数据中心网络架构规划、设计与建设，并持续优化;
2、负责数据中心网络相关设备的调试和运维工作;
3、解决网络突发性问题，能够快速定位排障，保障网络层稳定；
4、负责制定和优化割接方案，提升网络SLA保证可用性。
任职要求：
1、专科及以上学历，3年及以上大型网络的规划、设计、运维及优化经验；
2、深入了解TCPIP协议，精通OSPF、ISIS、BGP等常用路由协议，精通常用网络技术如Qos、VRRP、VLAN、ACL、RRPP等；
3、具有较强的实际操作能力，具有分析、解决复杂网络问题的能力，熟悉Cisco，H3C，Huawei等主流网络厂商产品技术及产品架构；
4、有一定的网络安全经验，了解常见的攻击手法和漏洞产生的原因；
5、具有良好的敬业精神和团队协作能力，以及较好的沟通表达能力；
6、有系统集成经验或运营商IP数据网络项目施工经验者优先。"
网络工程师,数据中心网络,7-12K,上海,尔司网络科技（上海）有限公司,"CCNP证书,网络工程师证,交换机配置,故障处理,IDC维护,IDC建立,路由器配置,HCNP",1年以内,社招,数据中心网络,2023/1/13,"【职位描述】
1. 负责为客户上线终端设备并调试；
2. 负责各地数据中心维护与建设；
3. 企业内网建设与维护；为企业各区域生产网络和办公网络提供基础技术支持；
4. 负责网络故障跟踪并最终解决、分析故障原因、提交故障报告；负责网络故障处理过程中的定位、协调；
【职位要求】
学历要去：专科以上
专业要求：计算机或相关信息类专业
工作经验：1年企业网络工作经验
专业知识：熟悉 TCP/IP, MPLS, BGP, OSPF，IPSEC VPN, Wireless，VOIP，VC等技术;具备TroubleShooting能力,熟悉网管软件及工具;能够配置多厂商路由交换等设备及各种协议.
英语能力：英语听说读写熟练；
能力要求：良好的学习能力、思维能力、表达能力、信息收集及分析能力，适应团队合作，有担当；高度责任心，了解企业 ITIL 管理方式；
相关认证：CCNP（含CCNP）以上技术认证.
其它：愿意24小时待命以响应IT紧急事件或事故"
网络工程师,数据中心网络,25-50K,天津,渤海银行股份有限公司,"运维通信资格证书,CCIE证书,网络设备,网络安全",经验不限,社招,数据中心网络,2023/1/13,"职责描述：
1、负责公司整体的网络规划设计、项目实施、安全管理和日常维护。
2、负责运营网络的日常运行分析、主动维护、日常故障处理等保障工作。
3、负责规划、执行数据中心网络的扩容、改造等相关优化建设项目工作。
4、负责互联网质量监测、分析、优化工作，撰写运行质量的分析报表。
任职要求：
1、全日制本科及以上学历，网络通信、信息安全、计算机等相关专业优先；
2、熟练掌握主流网络设备的性能特性及安装部署，具备路由器、交换机、防火墙等设备的配置、排错能力。
3、精通 TCP/IP 协议栈,精通主流路由协议和交换技术，精通数据中心网络技术，熟悉视频会议、VoIP、网络安全、无线 WiFi 等网络技术，具备丰富的大型网络规划、建设、管理和运维经验者优先；
4.精通互联网缓存、CDN、DNS 等技术原理，熟练掌握智能 DNS 解析、链路负载均衡、应用负载均衡、WAF、IDS、IPS、代理网关、上网行为管理等网络安全设备的工作原理，并具备一定的安装、调试、排错经验；
5、熟悉一种开源网络监控方案，如 Cacti、Zabbix，Nagios 等；
6、具备熟练编写脚本代码的能力，同时具有相关专业资格认证（CCIE、H3CIE、HCIE、CISSP、F5、JUNPIER、CISP 证书）者优先。"
网络工程师,数据中心网络,3-4K,昆明,广州咨元信息科技有限公司,负载均衡,1-3年,社招,数据中心网络,2023/1/13,"1、负责协助运营商数据中心IP网络（核心网）安全稳定运行的一系列工作；
2、对思科核心路由器，核心交换机，华为防火墙，Juniper防火墙等网络核心进行维护工作，保障网络可靠性为99.99%。
3、协助对路由交换设备网管告警与网络故障的发现，联合多部门完成对问题的解决与分析，并提交可靠性的分析报告； 
4、协助运营商业务或运维系统中故障的快速处理； 
5、配合运营商定期开展的倒换测试、安全演练以及相关各类检查工作； 
6、配合分公司完成业务接入相关的数据制作与数据更新；
7、执行日常巡检，业务支撑。
8、接受项目经理交待的其它事宜。
职位要求：
1、热爱技术，热爱岗位，有团队精神、责任感，并具备较强的服务意识； 
2、精通数通相关知识，熟悉VLAN、STP、OSPF、IS-IS、BGP、HSRP、VRRP、TCP/IP、等技术，持有思科或华为等中级及以上网络资质认证证书者优先； 
3、接触过思科N7K核心交换机，Juniper MX系列和SRX系列设备，有NTA、DDOS、IDS、IPS、负载均衡，流量清洗等经验者优先。
4、语言组织能力强，具备较强的沟通能力。 
5、熟练掌握OFFICE系列办公软件，有一定的文档撰写及汇报经验； 
6、有较强的协作能力和独立处理事务的能力，有较强的抗压能力，能适应定期加班和节假日值班； 
7、思维灵敏，勤奋好学，善于进行工作总结，能够发现并改进在工作态度，工作方法等方面的问题。 
8、拥有HCIA，CCIA及以上证书。"
网络工程师,数据中心网络,6-10K,北京,北京航天星桥科技股份有限公司,"网络运维,安全运维,运维工程师",5-10年,社招,数据中心网络,2023/1/13,"1. 参与数据中心网络的日常基础建设，能够配合客户一起完成网络实施等工作；
2. 能够独立完成数据中心网络的基础管理、配置、排错、维护等工作；
3. 负责日常的驻场运维工作，对网络设备巡检及相关的数据记录、汇总工作；
4. 熟悉防火墙的日常配置，如策略调整等；
5. 能够熟练使用某一种网络监控工具，能够生成网络质量报表来查看和分析网络质量；
6. 负责网络设备的安装、配置、管理，提供网络设备维护方案；
7. 按时完成客户分配的其他项目工作任务；
岗位要求：
1.熟悉TCP/IP协议，路由交换技术（OSPF、VRF、组播、VLAN、HSRP、ACL、NAT、重分布等）、数据中心技术（VDC、VPC）、网络防火墙技术（状态检测机制、会话机制、安全策略、NAT、VPN、HA）等；
2.熟悉华为、H3C、思科、JUNIPER等主流厂商设备
3.有1-2年以上网络项目集成或中大型企业网络运维经验；
4.具备良好的语言表达能力、沟通能力、责任心及团队合作意识；
5.具备CCNP水平
6.大专以上学历，IT相关专业"
网络工程师,数据中心网络,20-40K,北京,宁波灵均投资管理合伙企业（有限合伙）,"通信/工程相关专业,网络建设/系统集成经验,网络安全相关经验,CCNA/CCNP,CCIE,HCIE",5-10年,社招,数据中心网络,2023/1/13,"岗位职责：
1．负责IT设备、IT数据中心、IT安全等事务；负责网络自动化运维平台的设计、研发；负责网络相关项目技术方案、部署与项目实施管理； 
2．负责网络设备和网络环境的日常的维护、排错，并提供维护方案；负责网络安全、网络质量及网络设备的监控(Outlook、互联网接入线路、VPN专线、服务器、交换机、路由器、防火墙、Microsoft Windows server等)；负责内部网络安全准入机制整改；
3．负责网络故障跟踪并最终解决、分析故障原因、提交故障报告；负责网络故障处理过程中的定位、协调。
4. 支持 Cloud 平台、开发运维团队以及其他团队对网络的需求；
5. 支持无线／网络安全／语音／路由交换设备以及企业网络的建设，运维和日常变更；
任职要求：
1．计算机相关专业全日制本科及以上，5年以上大型网络／网络安全／语音平台／无线网络相关经验，具备 CCNP 证书或 CCIE 证书（或者华为、华三同等级别的证书）；
2．对网络安全有着一定的理解，熟练掌握 Cisco /H3C及主流7层应用防火墙以及相关认证系统的配置、实施与维护；有一定搭建网络安全运维体系的经验；
3．对 WIFI 原理有深入了解，有独立安装、调试及维护 Aruba / Cisco /H3C无线终端的经验和能力；
4．具有3年以上中型网络项目实施、维护经验； 
5．熟悉 TCP / IP 原理、 BGP 等常用路由协议及交换技术，熟悉 MPLS VPN 及其它常见 VPN 协议及应用并有相关实际工作经验；深入了解 TCP / IP 协议，熟练使用主流的抓包软件对网络故障分析和排查；
6．熟悉 Cisco 、华为、 Juniper 、华三设备或其中之一的配置和管理； 
7．有较强的信息安全意识；具有一定的抗压和自驱能力，高度的责任心、良好的团队工作能力并具备较强的分析、判断和解决问题的能力，善于发掘和使用各种工具来提升工作专业性。"
网络工程师,数据中心网络,6-10K,武汉,武汉瑞桥科技有限公司十堰分公司,"H3CSE,H3CiE",经验不限,社招,数据中心网络,2023/1/13,"职责描述
1、负责客户网络相关产品的维护及管理工作，网络、存储、服务器、数据中心相关产品的工程项目交付及维护管理工作;
2、承担网络工程师职责，从事上述产品维护和故障分析，支撑IT产品的日常维护、故障定位、问题处理和性能优化。
任职要求:
1、具备有效沟通能力:与中基层客户有效沟通技术方案、项目计划和进度等，获得客户支持和认可。
2、具备客户需求分析与引导能力:正确理解、有效分析和管理客户需求。
3、具备项目管理能力:初步掌握项目管理基本方法和工具，并运用到工作中，具备项目技术管理成功实践。
4、技术要求:掌握网络、服务器、存储、云计算等基础知识。
5、熟悉新华三网络/安全产品或其它厂商网络、安全项目实施经验者优先考虑。
6、具有H3CSE、H3CiE-证书优先;"
网络技术专员,数据中心网络,4-9K,宁波,宁波晨客创诚电子商务有限公司,硬件,1-3年,社招,数据中心网络,2023/1/13,"岗位职责：
1、负责网络及其设备的维护、管理、故障排除等日常工作，确保合作企业网络日常的正常运作；
2、负责合作企业办公环境的软硬件和桌面系统的日常维护；
3、维护和监控合作企业局域网、广域网，保证其正常运行，确保局域网、广域网在工作期间内安全稳定运行；
4、安装和维护合作企业计算机、服务器系统软件和应用软件，同时为其他部门提供软硬件技术支持；
5、解决排除各种软硬件故障，做好记录，定期制作系统运行报告；
6、维护数据中心，对系统数据进行备份，
7、计算机相关的维护。
任职资格：
1、计算机相关专业，本科或以上学历，欢迎应届毕业生的加入；
2、熟悉和掌握各种计算机软硬件，可独立进行安装、调试及故障排除；
3、工作主动性强，耐心细致，有责任心，具备团队合作精神。
工作时间：8：00-17:00，中午休息一个半小时，包午餐，单休。
福利：******，每年体检，不定期团建活动。"
网络维护专员,数据中心网络,3-5K,天津,天津市金角酒店有限公司,"网络运维,安全运维,系统运维,桌面运维,网络设备,计算机软件,IT技术支持",经验不限,社招,数据中心网络,2023/1/13,"岗位职责：
1、负责网络及其设备的维护、管理、故障排除等日常工作，确保公司网络日常的正常运作；
2、负责公司办公环境的软硬件和桌面系统的日常维护；
3、维护和监控公司局域网、广域网，保证其正常运行，确保局域网、广域网在工作期间内安全稳定运行；
4、安装和维护公司计算机、服务器系统软件和应用软件，同时为其他部门提供软硬件技术支持；
5、解决排除各种软硬件故障，做好记录，定期制作系统运行报告；
6、维护数据中心，对系统数据进行备份。
任职资格：
1、通信、电子工程、自动化、计算机等相关专业，大专或以上学历，1年以上网格系统与IT系统维护工作经验；
2、熟悉和掌握各种计算机软硬件，可独立进行安装、调试及故障排除；
3、精通局域网的维护及网络安全知识，可熟练进行局域网的搭建和网络设备的基本维护和故障处理；
4、熟练运用WINDOWS、server20002003等对服务器进行维护与管理；
5、工作主动性强，耐心细致，有责任心，具备团队合作精神。"
网络运维工程师,数据中心网络,20-30K,北京,北京首都在线科技股份有限公司,"故障处理,CCIE证书,IDC维护,网络规划设计,CCNP证书,vxlan,AWS ANS",3-5年,社招,数据中心网络,2023/1/13,"二线网络工程师
岗位职责：
1、负责基础网络应急事件响应，故障定位排查、根因分析、优化解决等；
2、通过巡检、风险梳理、优化调整等手段，确保网络生产环境安全、稳定运行；
3、负责网络故障和问题的解决方案标准化SOP整理，提升一线事件解决率；
4、负责网络项目实施操作及协调沟通，确保按照项目要求及时完成；
5、负责标准化操作的脚本和程序编写，提高操作执行的规范化和效率；
任职要求：
1、经验要求：3年以上IDC网络维护经验；
2、技术能力：精通互联网路由体系结构，具备架构设计、实现、优化能力；对运营商网络、骨干网络、路由交换、数据中心网络等至少要有1-2个方向比较深入的了解；
3、服务保障：在服务/质量管理等方面有体系性理解，有相关流程、工具建设的能力，识别共性/重复性问题并破解核心矛盾提升团队效率，沉淀通用性的平台或服务能力，推动平台服务能力与工具不断改进优化；
4、故障处理：对系统故障和用户投诉有很强的问题处理和推动能力；
5、沟通协调：具备良好的沟通协调及推动能力，以及极强的责任心；
6、具备Cisco CCIE、AWS ANS、及数据中心网络（VXLAN）维护经验优先；"
中级网络工程师,数据中心网络,4-6K,怀化,湖南若水实业有限公司,"通信/工程相关专业,网络建设/系统集成经验,网络运维经验",1-3年,社招,数据中心网络,2023/1/13,"岗位职责
1.负责公司承接的网络系统集成的安装、调试。
2、负责数据机房网络规划、网络性能优化方案
制定;
3、负责网络问题分析与解决，做好内业资料整理;
4、负责网络中光缆、弱电网络、通信管道、传输设备相关项目建设管理工作:
5、负责网络设备的调试、配置、上线等工作:
6、对网络运行出现的问题，并对网络进行调整优化;
7、负责数据中心机房内设备的管理、故障排除等日常工作;
8、负责机房环境、各类设备、网络环境的巡检维护;
9、负责维护和监控局宽带出口设备、网络环境保证其正常运行，确保宽带出口设备7x24小时的安全稳定运行;"
中级网络工程师,数据中心网络,4-6K,哈尔滨,哈尔滨安信咨询有限公司,"运维技术,网络工程",3-5年,社招,数据中心网络,2023/1/13,"岗位职责：
1、负责项目涉及产品的实施工作。
2、承担网络设备的网络规划、数据配置及维护管理等。
3、负责网络故障的响应及处理。
4、负责客户及项目团队的技术支撑。
任职资格：
1、计算机相关专业，2年以上企业实施建设经验；
2、具有网络设备调试、维护经验；
3、熟悉数据中心网络结构，精通静态路由、三层交换，OSPF、VLAN、STP、DHCP、NAT、ACL等网络技术和原理；
4、熟悉华为、H3C等厂商常见的路由器、交换机、防火墙等配置；
5、有网络、安全等相关证书者优先；
7、熟悉Linux操作系统；
8、具备良好沟通能力；
9、能够接受省内出差；
福利待遇：
1、早九晚五、周末双休、法定节假日、有餐补（转正之后）、有五险一金、节日福利、带薪年假 、员工旅游等。"
高级网络工程师,数据中心网络,12-20K,北京,北京长得万众信息技术有限公司,"CCIE,HCIE,网络分析师",5-10年,社招,数据中心网络,2023/1/13,"岗位要求：
1.通信、电子工程、自动化、计算机及相关专业；
2.具有6年（含）以上的金融业网络建设和运维工作经验,且具有一定的IT服务管理经验；
3.熟悉OSPF、BGP等路由协议的原理，熟悉VRRP、STP、802.1Q等二层协议，较为熟悉QOS等技术；
4.熟悉7层网络协议、深入理解TCP/IP协议，熟练掌握各种主流路由协议；
5.熟悉F5、A10等四层设备的架构和日常操作；
6.熟悉主流网络设备、网络安全设备、负载均衡器(F5)设备,且能够熟练配置和调试其相关设置与参数、管理、优化、故障排除，日常巡检等日常运维工作；具有一定的网络方案设计能力；
7.熟悉各种网络连接技术、精通网络架构、有独立解决问题能力、能够解决局域网、广域网、VPN网的相关问题；
8.熟悉主流网络厂商硬件产品，如思科、华为、华三、天融信、山石、F5、A10、ZDNS等；
9.熟悉网络及安全层面的日常运维工作, 对大部分问题能做够独立解决；
10.能快速主动地学习工作所需的各项知识，具有很强的责任心及服务意识、拥有良好的沟通能力及抗压能力,具备工作认真仔细和耐心的特点；
11.适应以生产维护为导向的工时制度；
12.基本掌握机房基础设施日常运维能力。
工作地点：
北京/大兴区 西红门北兴路东段2号星光影视园1号楼世纪互联星光影视城数据中心"
网络规划工程师,数据中心网络,30-60K,北京,深圳金融科技研究院（中国人民银行金融科技研究院）,"运维通信资格证书,CCIE证书",5-10年,社招,数据中心网络,2023/1/13,"职责描述：
•负责数据中心及云平台的网络架构规划、设计与建设，集成实施并持续优化
•负责数据中心及云平台网络整体的运维，承担专家角色，进行系统运维、排障，保障可用性
•负责虚拟网络架构、SDN等前沿技术研究，负责私有云网络规划及维护，根据业务发展需求，完成技术方案设计与项目落地
•及时跟踪业界动态、网络软硬件件相关领域新技术和新方案及发展趋势，结合业务场景推动新技术和新方案的落地，支持业务发展
•负责Cisco\华为\H3C各型号路由器、交换机的选型、配置与部署及采购配合工作
•负责制定基础网络运维规范以及实施
•上级安排的其它工作。
任职需求：
•有领导大型项目集成部署实施经验，有5年以上互联网企业IDC或运营商骨干网等大型网络实施维护经验,有金融行业从业经验优先
•独立分析网络问题分析能力，丰富的大型网络故障排查和解决经验，能快速处理大型网络紧急事件，疑难问题
•熟悉IAAS网络高可用(接入层和核心层)规范以及实操经验，有SDN网络具体应用实践经验的优先;
•具有Cisco（CCIE）、华为（HCIE）、H3C(H3CTE)等高级网络认证或或同证书人员
•熟悉TCP/IP协议，OSPF、ISIS、BGP等常用路由协议，熟悉常用网络技术如CSS、IRF、NAT、VPN、Qos、VRRP、VxLAN等二三层通信技术，熟悉市面上主流防火墙的选型、配置与部署
•熟悉机房综合布线标准并有实施经验
•良好的沟通及团队合作能力，追求新技术，勇于承担极大的工作压力"
网络运维工程师,数据中心网络,7-12K,哈尔滨,湖南拓维云创科技有限责任公司,"故障处理,运维通信资格证书,CCIE证书,IDC维护,TCP/IP,交换机,防火墙,路由交换协议",3-5年,社招,数据中心网络,2023/1/13,"工作职责：
1、 负责数据中心网络架构规划、设计、调整、性能优化；
2、 负责网络相关故障处理、故障定位、故障分析
3、 负责网络设备的安装、配置、管理，提供网络设备维护方案；
4、 负责建立完整的网络系统文档。
5、 完成网络安全相关的其它技术支持工作
6、 负责日常网络设备配置变更
职位需求:
1. 大专及以上学历，具备3年以上网络实施或网络运维工作经验；
2. 熟悉信息系统网络运维、管理流程；
3. 具备独立完成网络系统安装、部署、调试、变更和网络故障的处置工作能力；
4. 熟悉TCP/IP协议、交换机、防火墙等网络设备的配置管理；
5. 熟悉常见的各种路由交换协议（如：RIP，OSPF，IS-IS，BGP等协议），熟悉主流网络安全产品
6. 具备运行商、IDC等行业经验优先；
7. 对主流负载均衡设备、安全防护设备有一定维护经验优先；
8. 具备网络系统相关资质证书优先（CCIE或同级别）。
9、 有大型网络系统维护经验者优先考虑。 
10、 工作认真负责、踏实敬业、细致耐心，安全意识强，有良好的团队合作精神。"
